name,interval,bin,code,lim_inf,lim_sup,mesh,id,cells_state,cells_mun,cells_ageb
Población masculina,49.7%:50.0%,9,POBMAS,0.496912231617744,0.49992427432390213,state,nextval('covariable_id_seq'),"{05,19,26}",,
Población masculina,50.4%:50.8%,10,POBMAS,0.5041908303888352,0.5083355563988593,state,nextval('covariable_id_seq'),"{23,02,03}",,
Población de 0 a 2 años,2.9%:4.2%,1,P_0A2,0.02900679960703344,0.042002617269923714,state,nextval('covariable_id_seq'),"{09,02,06,17}",,
Población de 0 a 2 años,4.2%:4.4%,2,P_0A2,0.04220738647940126,0.0435826994551247,state,nextval('covariable_id_seq'),"{26,30,15,31}",,
Población de 0 a 2 años,4.4%:4.4%,3,P_0A2,0.043705789562290105,0.043925635003763036,state,nextval('covariable_id_seq'),"{13,08,28}",,
Población de 0 a 2 años,4.5%:4.5%,4,P_0A2,0.0446310983842521,0.04542178758170814,state,nextval('covariable_id_seq'),"{19,03,23}",,
Población de 0 a 2 años,4.6%:4.6%,5,P_0A2,0.04569580239032252,0.046054055196942924,state,nextval('covariable_id_seq'),"{22,14,25}",,
Población de 0 a 2 años,4.7%:4.8%,6,P_0A2,0.04699575339577749,0.04820001683588893,state,nextval('covariable_id_seq'),"{24,29,18}",,
Población de 0 a 2 años,4.9%:5.0%,7,P_0A2,0.0490551648439242,0.049722323595379446,state,nextval('covariable_id_seq'),"{04,27,20}",,
Población de 0 a 2 años,5.0%:5.1%,8,P_0A2,0.050409404555392896,0.05096271702008186,state,nextval('covariable_id_seq'),"{01,11,05}",,
Población de 0 a 2 años,5.1%:5.3%,9,P_0A2,0.05149790119754931,0.0530234082132796,state,nextval('covariable_id_seq'),"{21,10,16}",,
Población de 0 a 2 años,5.5%:6.0%,10,P_0A2,0.05451632351871419,0.06025710032850947,state,nextval('covariable_id_seq'),"{32,12,07}",,
Población femenina de 0 a 2 años,1.4%:2.1%,1,P_0A2_F,0.014301932780481618,0.0207073729913975,state,nextval('covariable_id_seq'),"{09,02,06,17}",,
Población femenina de 0 a 2 años,2.1%:2.1%,2,P_0A2_F,0.020795357302943452,0.021474877396593903,state,nextval('covariable_id_seq'),"{26,30,15,31}",,
Población femenina de 0 a 2 años,2.2%:2.2%,3,P_0A2_F,0.021504226898376187,0.02166971158547907,state,nextval('covariable_id_seq'),"{08,13,28}",,
Población femenina de 0 a 2 años,2.2%:2.2%,4,P_0A2_F,0.02212780420306747,0.02231957788056064,state,nextval('covariable_id_seq'),"{19,23,03}",,
Población femenina de 0 a 2 años,2.3%:2.3%,5,P_0A2_F,0.022638351630671606,0.022768155487364806,state,nextval('covariable_id_seq'),"{25,22,14}",,
Población femenina de 0 a 2 años,2.3%:2.4%,6,P_0A2_F,0.023317878788415645,0.023719986790302527,state,nextval('covariable_id_seq'),"{24,29,18}",,
Población femenina de 0 a 2 años,2.4%:2.5%,7,P_0A2_F,0.024242672316755406,0.024616978869101493,state,nextval('covariable_id_seq'),"{04,27,20}",,
Población femenina de 0 a 2 años,2.5%:2.5%,8,P_0A2_F,0.024974624844013815,0.025135289476101056,state,nextval('covariable_id_seq'),"{01,11,05}",,
Población femenina de 0 a 2 años,2.6%:2.6%,9,P_0A2_F,0.025503708031166236,0.026243638980922943,state,nextval('covariable_id_seq'),"{21,10,16}",,
Población femenina de 0 a 2 años,2.7%:3.0%,10,P_0A2_F,0.027013731260842173,0.02992372779242069,state,nextval('covariable_id_seq'),"{32,12,07}",,
Población masculina de 0 a 2 años,1.5%:2.1%,1,P_0A2_M,0.014704866826551822,0.021295244278526214,state,nextval('covariable_id_seq'),"{09,02,06,17}",,
Población masculina de 0 a 2 años,2.1%:2.2%,2,P_0A2_M,0.021412029176457806,0.022047196076605963,state,nextval('covariable_id_seq'),"{26,30,15,13}",,
Población masculina de 0 a 2 años,2.2%:2.2%,3,P_0A2_M,0.022107822058530794,0.02231077571128225,state,nextval('covariable_id_seq'),"{31,28,08}",,
Población masculina de 0 a 2 años,2.3%:2.3%,4,P_0A2_M,0.022503294181184633,0.02294775481355662,state,nextval('covariable_id_seq'),"{19,03,22}",,
Población masculina de 0 a 2 años,2.3%:2.3%,5,P_0A2_M,0.023150348361262334,0.023415703566271318,state,nextval('covariable_id_seq'),"{23,14,25}",,
Población masculina de 0 a 2 años,2.4%:2.4%,6,P_0A2_M,0.023677874607361843,0.024480030045586406,state,nextval('covariable_id_seq'),"{24,29,18}",,
Población masculina de 0 a 2 años,2.5%:2.5%,7,P_0A2_M,0.02481249252716879,0.025105344726277956,state,nextval('covariable_id_seq'),"{04,27,20}",,
Población masculina de 0 a 2 años,2.5%:2.6%,8,P_0A2_M,0.025434779711379082,0.025827427543980798,state,nextval('covariable_id_seq'),"{01,11,05}",,
Población masculina de 0 a 2 años,2.6%:2.7%,9,P_0A2_M,0.02599419316638307,0.02677976923235666,state,nextval('covariable_id_seq'),"{21,10,16}",,
Población masculina de 0 a 2 años,2.8%:3.0%,10,P_0A2_M,0.027502592257872018,0.030333372536088782,state,nextval('covariable_id_seq'),"{32,12,07}",,
Población de 3 años y más,93.5%:94.3%,1,P_3YMAS,0.9347203773277237,0.943263804605527,state,nextval('covariable_id_seq'),"{07,29,12,23}",,
Población de 3 años y más,94.4%:94.6%,2,P_3YMAS,0.9443382745487745,0.9463194892515104,state,nextval('covariable_id_seq'),"{32,10,16,04}",,
Población de 3 años y más,94.7%:94.8%,3,P_3YMAS,0.9470800385538064,0.9476406738406004,state,nextval('covariable_id_seq'),"{05,11,21}",,
Población de 3 años y más,94.8%:94.9%,4,P_3YMAS,0.947869174862793,0.9485328004141393,state,nextval('covariable_id_seq'),"{14,20,01}",,
Población de 3 años y más,95.0%:95.1%,5,P_3YMAS,0.9501469728109693,0.9508545832469955,state,nextval('covariable_id_seq'),"{03,27,18}",,
Población de 3 años y más,95.1%:95.2%,6,P_3YMAS,0.9514230090602909,0.9523161443597407,state,nextval('covariable_id_seq'),"{22,19,24}",,
Población de 3 años y más,95.3%:95.4%,7,P_3YMAS,0.9532108797555818,0.954471636900164,state,nextval('covariable_id_seq'),"{25,08,28}",,
Población de 3 años y más,95.5%:95.7%,8,P_3YMAS,0.954773109374044,0.956835673394942,state,nextval('covariable_id_seq'),"{31,13,06}",,
Población de 3 años y más,95.7%:95.7%,9,P_3YMAS,0.9568672661333043,0.9570589013763462,state,nextval('covariable_id_seq'),"{26,15,30}",,
Población de 3 años y más,95.8%:97.0%,10,P_3YMAS,0.9575165354650219,0.9699480257426104,state,nextval('covariable_id_seq'),"{17,02,09}",,
Población femenina de 3 años y más,46.7%:47.7%,1,P_3YMAS_F,0.46692892577716494,0.47652167659387024,state,nextval('covariable_id_seq'),"{03,23,02,19}",,
Población femenina de 3 años y más,47.7%:48.0%,2,P_3YMAS_F,0.4769721088696953,0.47962295037241154,state,nextval('covariable_id_seq'),"{05,26,07,10}",,
Población femenina de 3 años y más,48.0%:48.2%,3,P_3YMAS_F,0.48020892690634065,0.48204653877514153,state,nextval('covariable_id_seq'),"{18,04,08}",,
Población femenina de 3 años y más,48.3%:48.5%,4,P_3YMAS_F,0.48315610832447126,0.4845883436574119,state,nextval('covariable_id_seq'),"{25,14,29}",,
Población femenina de 3 años y más,48.5%:48.6%,5,P_3YMAS_F,0.4847423585416284,0.48579350853373915,state,nextval('covariable_id_seq'),"{32,28,06}",,
Población femenina de 3 años y más,48.6%:48.7%,6,P_3YMAS_F,0.485800785209388,0.48700157079960943,state,nextval('covariable_id_seq'),"{01,31,27}",,
Población femenina de 3 años y más,48.7%:48.8%,7,P_3YMAS_F,0.48738065592638613,0.4880428426832523,state,nextval('covariable_id_seq'),"{22,16,11}",,
Población femenina de 3 años y más,49.0%:49.3%,8,P_3YMAS_F,0.4900397022947962,0.4931115159714174,state,nextval('covariable_id_seq'),"{24,12,15}",,
Población femenina de 3 años y más,49.4%:49.7%,9,P_3YMAS_F,0.49404202587221746,0.4967532665151761,state,nextval('covariable_id_seq'),"{21,20,17}",,
Población femenina de 3 años y más,49.7%:50.7%,10,P_3YMAS_F,0.49729259472025966,0.506892767209008,state,nextval('covariable_id_seq'),"{13,30,09}",,
Población masculina de 3 años y más,45.0%:45.4%,1,P_3YMAS_M,0.45004144678219044,0.45359864796838295,state,nextval('covariable_id_seq'),"{12,20,29,21}",,
Población masculina de 3 años y más,45.5%:45.9%,2,P_3YMAS_M,0.45525997559808856,0.45854099538125453,state,nextval('covariable_id_seq'),"{07,13,16,30}",,
Población masculina de 3 años y más,45.9%:46.1%,3,P_3YMAS_M,0.4590983136839149,0.4607632689498458,state,nextval('covariable_id_seq'),"{11,32,17}",,
Población masculina de 3 años y más,46.2%:46.3%,4,P_3YMAS_M,0.4622764420649445,0.46305525853360235,state,nextval('covariable_id_seq'),"{24,01,09}",,
Población masculina de 3 años y más,46.3%:46.4%,5,P_3YMAS_M,0.46337922532192233,0.46404235313390474,state,nextval('covariable_id_seq'),"{27,15,22}",,
Población masculina de 3 años y más,46.5%:46.6%,6,P_3YMAS_M,0.46463929557575084,0.4663743759037459,state,nextval('covariable_id_seq'),"{14,04,10}",,
Población masculina de 3 años y más,46.8%:47.0%,7,P_3YMAS_M,0.4683846511134914,0.4700547714311105,state,nextval('covariable_id_seq'),"{31,28,25}",,
Población masculina de 3 años y más,47.0%:47.1%,8,P_3YMAS_M,0.47010792968411114,0.4710421648612028,state,nextval('covariable_id_seq'),"{05,18,06}",,
Población masculina de 3 años y más,47.2%:47.6%,9,P_3YMAS_M,0.47209696544694646,0.47571260979019236,state,nextval('covariable_id_seq'),"{08,23,19}",,
Población masculina de 3 años y más,47.8%:48.3%,10,P_3YMAS_M,0.47804906208826287,0.4832180470338044,state,nextval('covariable_id_seq'),"{26,02,03}",,
Población de 5 años y más,89.1%:90.5%,1,P_5YMAS,0.8914114940073898,0.905308302992717,state,nextval('covariable_id_seq'),"{07,12,29,32}",,
Población de 5 años y más,90.7%:90.9%,2,P_5YMAS,0.9068152675087987,0.9091741860133424,state,nextval('covariable_id_seq'),"{10,16,05,23}",,
Población de 5 años y más,91.0%:91.1%,3,P_5YMAS,0.9103486459499139,0.910669548271475,state,nextval('covariable_id_seq'),"{04,20,11}",,
Población de 5 años y más,91.1%:91.4%,4,P_5YMAS,0.9112220386257424,0.9135097101142516,state,nextval('covariable_id_seq'),"{21,01,14}",,
Población de 5 años y más,91.4%:91.7%,5,P_5YMAS,0.9135298539331174,0.9169675632822216,state,nextval('covariable_id_seq'),"{27,18,03}",,
Población de 5 años y más,91.7%:91.8%,6,P_5YMAS,0.9174869032032895,0.9182218440430382,state,nextval('covariable_id_seq'),"{24,22,19}",,
Población de 5 años y más,92.0%:92.1%,7,P_5YMAS,0.9201134513260619,0.9214810636286456,state,nextval('covariable_id_seq'),"{08,25,28}",,
Población de 5 años y más,92.2%:92.4%,8,P_5YMAS,0.9216972266814928,0.9244008121739943,state,nextval('covariable_id_seq'),"{13,31,15}",,
Población de 5 años y más,92.5%:92.6%,9,P_5YMAS,0.9249297075562679,0.9257491681545204,state,nextval('covariable_id_seq'),"{26,30,17}",,
Población de 5 años y más,92.6%:94.7%,10,P_5YMAS,0.9258002901320908,0.9468476681291439,state,nextval('covariable_id_seq'),"{06,02,09}",,
Población femenina de 5 años y más,45.0%:45.8%,1,P_5YMAS_F,0.4504531922594737,0.4582211416083344,state,nextval('covariable_id_seq'),"{03,23,07,05}",,
Población femenina de 5 años y más,46.0%:46.3%,2,P_5YMAS_F,0.45964653941873485,0.46264941851429753,state,nextval('covariable_id_seq'),"{02,19,10,18}",,
Población femenina de 5 años y más,46.3%:46.5%,3,P_5YMAS_F,0.46302719332799064,0.46515391105354037,state,nextval('covariable_id_seq'),"{26,04,08}",,
Población femenina de 5 años y más,46.5%:46.7%,4,P_5YMAS_F,0.46540861505001424,0.46740886762651296,state,nextval('covariable_id_seq'),"{32,14,25}",,
Población femenina de 5 años y más,46.7%:46.9%,5,P_5YMAS_F,0.4674704034395228,0.46877380235894645,state,nextval('covariable_id_seq'),"{29,01,27}",,
Población femenina de 5 años y más,46.9%:47.0%,6,P_5YMAS_F,0.46902530944076015,0.46998005816180294,state,nextval('covariable_id_seq'),"{28,16,11}",,
Población femenina de 5 años y más,47.0%:47.1%,7,P_5YMAS_F,0.470346230675521,0.47070657940347066,state,nextval('covariable_id_seq'),"{06,31,22}",,
Población femenina de 5 años y más,47.1%:47.6%,8,P_5YMAS_F,0.47073546503007185,0.47602440607855234,state,nextval('covariable_id_seq'),"{12,24,21}",,
Población femenina de 5 años y más,47.7%:48.1%,9,P_5YMAS_F,0.4769959166494139,0.48071535314341546,state,nextval('covariable_id_seq'),"{15,20,13}",,
Población femenina de 5 años y más,48.1%:49.5%,10,P_5YMAS_F,0.4810628347670833,0.4954587128868536,state,nextval('covariable_id_seq'),"{17,30,09}",,
Población masculina de 5 años y más,43.0%:43.5%,1,P_5YMAS_M,0.4304489103097282,0.4346984348950131,state,nextval('covariable_id_seq'),"{12,20,07,29}",,
Población masculina de 5 años y más,43.5%:44.1%,2,P_5YMAS_M,0.43519763254719,0.440689490109672,state,nextval('covariable_id_seq'),"{21,16,32,11}",,
Población masculina de 5 años y más,44.1%:44.4%,3,P_5YMAS_M,0.4409818735380774,0.4439905247378836,state,nextval('covariable_id_seq'),"{13,30,01}",,
Población masculina de 5 años y más,44.5%:44.5%,4,P_5YMAS_M,0.4446863333874371,0.444756051574171,state,nextval('covariable_id_seq'),"{17,24,27}",,
Población masculina de 5 años y más,44.6%:44.7%,5,P_5YMAS_M,0.44646222683000025,0.44708117106972567,state,nextval('covariable_id_seq'),"{10,04,22}",,
Población masculina de 5 años y más,44.7%:45.1%,6,P_5YMAS_M,0.4472643103844193,0.45086947858614435,state,nextval('covariable_id_seq'),"{14,15,05}",,
Población masculina de 5 años y más,45.1%:45.2%,7,P_5YMAS_M,0.4513889552422903,0.4524557541878854,state,nextval('covariable_id_seq'),"{09,31,28}",,
Población masculina de 5 años y más,45.3%:45.5%,8,P_5YMAS_M,0.45254869457107333,0.45495954027252156,state,nextval('covariable_id_seq'),"{18,25,08}",,
Población masculina de 5 años y más,45.5%:45.8%,9,P_5YMAS_M,0.45545405945656975,0.4584874392378729,state,nextval('covariable_id_seq'),"{06,23,19}",,
Población masculina de 5 años y más,46.2%:46.8%,10,P_5YMAS_M,0.46190251422827727,0.4675175509814222,state,nextval('covariable_id_seq'),"{26,03,02}",,
Población de 12 años y más,73.7%:77.3%,1,P_12YMAS,0.7373829058188675,0.7727176493056502,state,nextval('covariable_id_seq'),"{07,12,32,10}",,
Población de 12 años y más,77.8%:78.3%,2,P_12YMAS,0.7780880549293007,0.7828625512882305,state,nextval('covariable_id_seq'),"{20,29,16,27}",,
Población de 12 años y más,78.3%:78.6%,3,P_12YMAS,0.7833287855629216,0.7856985598839619,state,nextval('covariable_id_seq'),"{01,21,18}",,
Población de 12 años y más,78.6%:78.7%,4,P_12YMAS,0.7859192266367696,0.7866911973010557,state,nextval('covariable_id_seq'),"{11,05,04}",,
Población de 12 años y más,79.1%:79.6%,5,P_12YMAS,0.791400899361405,0.795966346060154,state,nextval('covariable_id_seq'),"{23,14,24}",,
Población de 12 años y más,79.7%:80.0%,6,P_12YMAS,0.7974462516879722,0.799778666757174,state,nextval('covariable_id_seq'),"{13,03,08}",,
Población de 12 años y más,80.1%:80.4%,7,P_12YMAS,0.8005764910382961,0.8041968414998234,state,nextval('covariable_id_seq'),"{22,28,25}",,
Población de 12 años y más,80.6%:80.7%,8,P_12YMAS,0.8055463258167339,0.8073837167983098,state,nextval('covariable_id_seq'),"{19,26,30}",,
Población de 12 años y más,80.9%:81.0%,9,P_12YMAS,0.8087634732149362,0.8099744186078308,state,nextval('covariable_id_seq'),"{15,31,06}",,
Población de 12 años y más,81.2%:85.9%,10,P_12YMAS,0.8119877049180327,0.8594513712569805,state,nextval('covariable_id_seq'),"{17,02,09}",,
Población femenina de 12 años y más,38.2%:39.5%,1,P_12YMAS_F,0.38162565649583646,0.3947414945570622,state,nextval('covariable_id_seq'),"{07,03,23,10}",,
Población femenina de 12 años y más,39.8%:40.2%,2,P_12YMAS_F,0.398142731072582,0.40208575459268475,state,nextval('covariable_id_seq'),"{05,18,32,12}",,
Población femenina de 12 años y más,40.3%:40.4%,3,P_12YMAS_F,0.4026840793956674,0.4043942457190463,state,nextval('covariable_id_seq'),"{04,19,02}",,
Población femenina de 12 años y más,40.4%:40.5%,4,P_12YMAS_F,0.40445438329076666,0.40473608073783296,state,nextval('covariable_id_seq'),"{01,27,26}",,
Población femenina de 12 años y más,40.5%:40.7%,5,P_12YMAS_F,0.40503987705644695,0.40684538901261896,state,nextval('covariable_id_seq'),"{16,08,29}",,
Población femenina de 12 años y más,40.7%:41.0%,6,P_12YMAS_F,0.40692447944460997,0.4101091431189818,state,nextval('covariable_id_seq'),"{14,11,25}",,
Población femenina de 12 años y más,41.1%:41.3%,7,P_12YMAS_F,0.4106765389123616,0.4128549688104016,state,nextval('covariable_id_seq'),"{28,20,24}",,
Población femenina de 12 años y más,41.3%:41.4%,8,P_12YMAS_F,0.41300139535350017,0.41353667190326376,state,nextval('covariable_id_seq'),"{21,22,06}",,
Población femenina de 12 años y más,41.5%:42.0%,9,P_12YMAS_F,0.414723955986002,0.4200392786947685,state,nextval('covariable_id_seq'),"{31,13,15}",,
Población femenina de 12 años y más,42.5%:45.3%,10,P_12YMAS_F,0.4246982262127292,0.45250329426541575,state,nextval('covariable_id_seq'),"{30,17,09}",,
Población masculina de 12 años y más,35.6%:37.1%,1,P_12YMAS_M,0.35575724932303093,0.3706805333148623,state,nextval('covariable_id_seq'),"{07,12,20,21}",,
Población masculina de 12 años y más,37.2%:37.7%,2,P_12YMAS_M,0.3721426353541423,0.3773636948279323,state,nextval('covariable_id_seq'),"{29,32,16,11}",,
Población masculina de 12 años y más,37.8%:37.8%,3,P_12YMAS_M,0.3779761547485881,0.3782763491853402,state,nextval('covariable_id_seq'),"{10,13,27}",,
Población masculina de 12 años y más,37.9%:38.3%,4,P_12YMAS_M,0.37887440227215496,0.3831113772497524,state,nextval('covariable_id_seq'),"{01,30,24}",,
Población masculina de 12 años y más,38.4%:38.7%,5,P_12YMAS_M,0.38400711790538833,0.38665237774554495,state,nextval('covariable_id_seq'),"{04,14,18}",,
Población masculina de 12 años y más,38.7%:38.9%,6,P_12YMAS_M,0.3869587932153871,0.388517944267314,state,nextval('covariable_id_seq'),"{17,22,05}",,
Población masculina de 12 años y más,38.9%:39.4%,7,P_12YMAS_M,0.38872419452016777,0.3937422715760493,state,nextval('covariable_id_seq'),"{15,28,08}",,
Población masculina de 12 años y más,39.4%:39.6%,8,P_12YMAS_M,0.3940876983808417,0.39643774670456705,state,nextval('covariable_id_seq'),"{25,31,06}",,
Población masculina de 12 años y más,39.8%:40.2%,9,P_12YMAS_M,0.39827124546215387,0.40169754553727877,state,nextval('covariable_id_seq'),"{23,19,26}",,
Población masculina de 12 años y más,40.6%:41.0%,10,P_12YMAS_M,0.40604949357941106,0.41004027572154034,state,nextval('covariable_id_seq'),"{03,09,02}",,
Población de 15 años y más,67.6%:71.8%,1,P_15YMAS,0.675689794127812,0.7178517447412217,state,nextval('covariable_id_seq'),"{07,12,32,10}",,
Población de 15 años y más,72.0%:72.8%,2,P_15YMAS,0.7201547476034257,0.7275828082767072,state,nextval('covariable_id_seq'),"{20,29,16,27}",,
Población de 15 años y más,72.9%:73.1%,3,P_15YMAS,0.7286496180170425,0.7312360780149192,state,nextval('covariable_id_seq'),"{21,01,18}",,
Población de 15 años y más,73.3%:73.6%,4,P_15YMAS,0.732810339789594,0.7360980509862332,state,nextval('covariable_id_seq'),"{11,04,05}",,
Población de 15 años y más,74.2%:74.2%,5,P_15YMAS,0.7418542141846739,0.7422429505770813,state,nextval('covariable_id_seq'),"{14,24,13}",,
Población de 15 años y más,74.3%:74.8%,6,P_15YMAS,0.742504917962201,0.7483928175570826,state,nextval('covariable_id_seq'),"{23,08,03}",,
Población de 15 años y más,75.1%:75.3%,7,P_15YMAS,0.7507725461237164,0.7525130139550035,state,nextval('covariable_id_seq'),"{22,28,25}",,
Población de 15 años y más,75.3%:75.7%,8,P_15YMAS,0.7532728433463278,0.7569331215839912,state,nextval('covariable_id_seq'),"{26,30,15}",,
Población de 15 años y más,75.8%:76.1%,9,P_15YMAS,0.7580440775445583,0.7608421395511565,state,nextval('covariable_id_seq'),"{19,06,31}",,
Población de 15 años y más,76.2%:81.9%,10,P_15YMAS,0.7618593775361142,0.8194995539603716,state,nextval('covariable_id_seq'),"{17,02,09}",,
Población femenina de 15 años y más,35.1%:36.9%,1,P_15YMAS_F,0.3511373368726447,0.3689631509404005,state,nextval('covariable_id_seq'),"{07,03,10,23}",,
Población femenina de 15 años y más,37.2%:37.3%,2,P_15YMAS_F,0.3718863623193588,0.37316569906103747,state,nextval('covariable_id_seq'),"{32,18,12,05}",,
Población femenina de 15 años y más,37.7%:37.8%,3,P_15YMAS_F,0.37739022508134945,0.37770785780992994,state,nextval('covariable_id_seq'),"{27,01,04}",,
Población femenina de 15 años y más,37.9%:38.0%,4,P_15YMAS_F,0.3787311696357389,0.3795710111711554,state,nextval('covariable_id_seq'),"{16,26,08}",,
Población femenina de 15 años y más,38.0%:38.1%,5,P_15YMAS_F,0.38002716886617743,0.38099630007527086,state,nextval('covariable_id_seq'),"{02,29,19}",,
Población femenina de 15 años y más,38.2%:38.3%,6,P_15YMAS_F,0.381786577650548,0.38333597925340523,state,nextval('covariable_id_seq'),"{14,11,20}",,
Población femenina de 15 años y más,38.5%:38.6%,7,P_15YMAS_F,0.3847029825140414,0.38581342000140356,state,nextval('covariable_id_seq'),"{25,28,21}",,
Población femenina de 15 años y más,38.6%:38.9%,8,P_15YMAS_F,0.3861964988989301,0.38933347552813746,state,nextval('covariable_id_seq'),"{24,22,06}",,
Población femenina de 15 años y más,39.1%:39.4%,9,P_15YMAS_F,0.3905919174388534,0.39426890275415777,state,nextval('covariable_id_seq'),"{31,13,15}",,
Población femenina de 15 años y más,40.0%:43.3%,10,P_15YMAS_F,0.3995330774433342,0.4327602860560281,state,nextval('covariable_id_seq'),"{30,17,09}",,
Población masculina de 15 años y más,32.5%:34.3%,1,P_15YMAS_M,0.32455245725516735,0.342836198015639,state,nextval('covariable_id_seq'),"{07,12,20,21}",,
Población masculina de 15 años y más,34.4%:35.0%,2,P_15YMAS_M,0.3441291678019996,0.35010995007229967,state,nextval('covariable_id_seq'),"{32,29,16,10}",,
Población masculina de 15 años y más,35.0%:35.1%,3,P_15YMAS_M,0.3501925831953577,0.350514210140728,state,nextval('covariable_id_seq'),"{27,13,11}",,
Población masculina de 15 años y más,35.1%:35.7%,4,P_15YMAS_M,0.3510904477882053,0.3568261470678303,state,nextval('covariable_id_seq'),"{01,24,30}",,
Población masculina de 15 años y más,35.8%:36.0%,5,P_15YMAS_M,0.35794295981205626,0.36006763653412593,state,nextval('covariable_id_seq'),"{04,18,14}",,
Población masculina de 15 años y más,36.1%:36.3%,6,P_15YMAS_M,0.361487583184548,0.3626642188298334,state,nextval('covariable_id_seq'),"{17,22,15}",,
Población masculina de 15 años y más,36.3%:36.7%,7,P_15YMAS_M,0.3629323519251957,0.3665553230217306,state,nextval('covariable_id_seq'),"{05,28,08}",,
Población masculina de 15 años y más,36.8%:37.1%,8,P_15YMAS_M,0.367810031440962,0.3712337176694819,state,nextval('covariable_id_seq'),"{25,31,06}",,
Población masculina de 15 años y más,37.4%:37.7%,9,P_15YMAS_M,0.3735417670218005,0.37704777746928747,state,nextval('covariable_id_seq'),"{23,26,19}",,
Población masculina de 15 años y más,38.1%:38.7%,10,P_15YMAS_M,0.3808267799866491,0.3867392679043434,state,nextval('covariable_id_seq'),"{03,02,09}",,
Población de 18 años y más,61.7%:66.4%,1,P_18YMAS,0.6173636700128503,0.6641360870870051,state,nextval('covariable_id_seq'),"{07,12,32,10}",,
Población de 18 años y más,66.5%:67.4%,2,P_18YMAS,0.6654759219660089,0.6739332789471432,state,nextval('covariable_id_seq'),"{20,29,21,01}",,
Población de 18 años y más,67.4%:67.9%,3,P_18YMAS,0.6739999570421951,0.6792584451203791,state,nextval('covariable_id_seq'),"{16,27,11}",,
Población de 18 años y más,68.0%:68.6%,4,P_18YMAS,0.6797741076978865,0.686357599344222,state,nextval('covariable_id_seq'),"{18,05,04}",,
Población de 18 años y más,68.8%:69.1%,5,P_18YMAS,0.6875317786663502,0.6906864765622951,state,nextval('covariable_id_seq'),"{24,13,14}",,
Población de 18 años y más,69.4%:69.9%,6,P_18YMAS,0.693956148651917,0.6988265971316818,state,nextval('covariable_id_seq'),"{08,23,03}",,
Población de 18 años y más,70.1%:70.2%,7,P_18YMAS,0.70108290773893,0.7015460941850831,state,nextval('covariable_id_seq'),"{25,22,26}",,
Población de 18 años y más,70.2%:70.5%,8,P_18YMAS,0.7016289488864668,0.7047220707494366,state,nextval('covariable_id_seq'),"{28,30,15}",,
Población de 18 años y más,71.1%:71.1%,9,P_18YMAS,0.7107653599085271,0.7110191402409929,state,nextval('covariable_id_seq'),"{19,31,06}",,
